Parameter,jax Mean,jax Std,legacy Mean,legacy Std
2,17.293829838434856,0.19258763642331372,112.53378240267436,0.6234046827333245
4,38.19252605676651,0.23495597755043657,134.14222939809164,2.858293627555502
8,85.0789676513672,3.1427986415126803,167.6191836198171,2.0355476718122487
