Parameter,jax Mean,jax Std,legacy Mean,legacy Std
64,11.067440827687582,2.541906346536405,104.81908639272054,5.38527461459117
128,21.0482124487559,5.027153599287217,116.14704291025798,4.622852241274855
256,38.65862691402435,0.4791830778121948,140.81435132026672,9.511765800598829
