Parameter,jax Mean,jax Std,legacy Mean,legacy Std
2,2.0544395446777344,0.04568891252289244,11.244476079940796,0.42680465593109357
4,4.310340557734172,0.17636985437275546,13.381343682607016,0.5392766092088219
8,16.603341097037,0.5644716684536901,16.51906156539917,0.08948552114531289
