Parameter,jax Mean,jax Std,legacy Mean,legacy Std
A100,29.29349700609843,0.06894581954586489,283.5532114505768,4.013222633558328
L4,29.387526273727417,0.09672864110407138,276.8621572653453,16.602647812504014
T4,137.9060579595566,21.820168978253253,352.66306322813034,21.188335133532522
