Parameter,jax Mean,jax Std,legacy Mean,legacy Std
16,22.262719949086506,1.238672667129388,119.90460817019145,10.953319817500875
32,39.21666479110718,1.078132625845383,213.35913944244385,12.832733054144972
64,87.38498173332215,5.447023685815753,368.33568207422894,18.58112437741528
